CourseId,CourseName,GPA,NeuId,Plagiarism,Retake,Term,Year
CS 5002,Discrete and Data Structures,3.45,089,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.55,089,No,No,SPRING,2016
CS 5006,Algorithms,3.41,089,No,No,FALL,2016
CS 5007,Computer Systems,3.98,089,No,No,SPRING,2016
CS 7170,Seminar in Artificial Intelligence,3.48,089,No,No,FALL,2016
CS 7670,Seminar in Computer Systems,3.57,089,No,No,FALL,2016
CS 6650,Building Scalable Distributed Systems,3.7,089,No,No,SPRING,2016
CS 7880,Special Topics in Theories of Computer Science,3.55,089,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.39,090,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.52,090,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.3,090,No,No,FALL,2015
CS 5006,Algorithms,3.62,090,No,No,SPRING,2015
CS 5007,Computer Systems,3.6,090,No,No,FALL,2015
CS 7990,Thesis,3.62,090,No,No,FALL,2015
CS 5350,Applied Geometric Representation and Computation,3.68,090,No,No,FALL,2015
CS 5310,Computer Graphics,3.57,090,No,No,FALL,2015
CS 5770,Software Vulnerabilities and Security,3.28,090,No,No,SPRING,2015
CS 7180,Special Topics in Artificial Intelligence,3.53,090,No,No,FALL,2015
CS 5100,Foundations of Artificial Intelligence,3.63,090,No,No,SPRING,2015
CS 7870,Seminar in Theoretical Computer Science,3.46,090,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.49,091,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.7,091,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.54,091,No,No,SPRING,2014
CS 5006,Algorithms,3.67,091,No,No,SPRING,2014
CS 5007,Computer Systems,3.55,091,No,No,FALL,2014
CS 7170,Seminar in Artificial Intelligence,3.54,091,No,No,SPRING,2014
CS 6350,Empirical Research Methods,3.33,091,No,No,FALL,2014
CS 6810,Distributed Algorithms,3.37,091,No,No,FALL,2014
CS 5100,Foundations of Artificial Intelligence,3.14,091,No,No,FALL,2014
CS 7380,Special Topics in Graphics/Image Processing,3.59,091,No,No,SPRING,2014
CS 5010,Programming Design Paradigm,3.5,091,No,No,FALL,2014
CS 7775,Seminar in Computer Security,3.44,091,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.52,092,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.36,092,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.5,092,No,No,SPRING,2016
CS 5006,Algorithms,3.46,092,No,No,SPRING,2016
CS 5007,Computer Systems,3.77,092,No,No,FALL,2016
CS 5620,Computer Architecture,3.71,092,No,No,FALL,2016
CS 5340,Computer/Human Interaction,3.51,092,No,No,FALL,2016
CS 6200,Information Retrieval,3.41,092,No,No,FALL,2016
CS 5520,Mobile Application Development,3.53,092,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.58,093,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.61,093,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.55,093,No,No,FALL,2015
CS 5006,Algorithms,3.52,093,No,No,FALL,2015
CS 5007,Computer Systems,3.62,093,No,No,FALL,2015
CS 6740,Network Security,3.35,093,No,No,SPRING,2015
CS 7670,Seminar in Computer Systems,3.52,093,No,No,FALL,2015
CS 6530,Analysis of Software Artifacts,3.68,093,No,No,FALL,2015
CS 6240,Large-Scale Parallel Data Processing,3.52,093,No,No,FALL,2015
CS 6350,Empirical Research Methods,3.25,093,No,No,SPRING,2015
CS 6750,Cryptography and Communications Security,3.66,093,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.62,094,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.6,094,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.83,094,No,No,FALL,2016
CS 5006,Algorithms,3.27,094,No,No,SPRING,2016
CS 5007,Computer Systems,3.66,094,No,No,FALL,2016
CS 7140,Advanced Machine Learning,3.33,094,No,No,FALL,2016
CS 6140,Machine Learning,3.5,094,No,No,FALL,2016
CS 6240,Large-Scale Parallel Data Processing,3.53,094,No,No,SPRING,2016
CS 5750,Social Computing,3.53,094,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.53,095,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.62,095,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.34,095,No,No,FALL,2016
CS 5006,Algorithms,3.36,095,No,No,FALL,2016
CS 5007,Computer Systems,3.54,095,No,No,FALL,2016
CS 5850,Building Game Engines,3.75,095,No,No,SPRING,2016
CS 5770,Software Vulnerabilities and Security,3.28,095,No,No,FALL,2016
CS 7990,Thesis,3.73,095,No,No,SPRING,2016
CS 5400,Principles of Programming Language,3.66,095,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.38,096,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.54,096,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.67,096,No,No,FALL,2017
CS 5006,Algorithms,3.49,096,No,No,SPRING,2017
CS 5007,Computer Systems,3.77,096,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.23,097,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.49,097,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.5,097,No,No,SPRING,2015
CS 5006,Algorithms,3.51,097,No,No,SPRING,2015
CS 5007,Computer Systems,3.56,097,No,No,SPRING,2015
CS 7280,Special Topics in Database Management,3.62,097,No,No,SPRING,2015
CS 6520,Methods of Software Development,3.52,097,No,No,SPRING,2015
CS 7580,Special Topics in Software Engineering,3.46,097,No,No,SPRING,2015
CS 6120,Natural Language Processing,3.48,097,No,No,FALL,2015
CS 5520,Mobile Application Development,3.39,097,No,No,FALL,2015
CS 5770,Software Vulnerabilities and Security,3.62,097,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.44,098,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.55,098,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.41,098,No,No,FALL,2014
CS 5006,Algorithms,3.09,098,No,No,SPRING,2014
CS 5007,Computer Systems,3.56,098,No,No,SPRING,2014
CS 7575,Seminar in Software Engineering,3.73,098,No,No,FALL,2014
CS 7990,Thesis,3.27,098,No,No,SPRING,2014
CS 6535,Engineering Reliable Software,3.72,098,No,No,FALL,2014
CS 5150,Game Artificial Intelligence,3.57,098,No,No,SPRING,2014
CS 7775,Seminar in Computer Security,3.24,098,No,No,FALL,2014
CS 6520,Methods of Software Development,3.54,098,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.54,099,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.55,099,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.35,099,No,No,SPRING,2017
CS 5006,Algorithms,3.44,099,No,No,FALL,2017
CS 5007,Computer Systems,3.39,099,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.29,100,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.5,100,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.37,100,No,No,SPRING,2017
CS 5006,Algorithms,3.76,100,No,No,SPRING,2017
CS 5007,Computer Systems,3.31,100,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.58,101,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.7,101,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.41,101,No,No,SPRING,2015
CS 5006,Algorithms,3.69,101,No,No,SPRING,2015
CS 5007,Computer Systems,3.39,101,No,No,SPRING,2015
CS 7270,Seminar in Database Systems,3.41,101,No,No,SPRING,2015
CS 5600,Computer Systems,3.41,101,No,No,SPRING,2015
CS 5770,Software Vulnerabilities and Security,3.57,101,No,No,FALL,2015
CS 5100,Foundations of Artificial Intelligence,3.58,101,No,No,SPRING,2015
CS 6800,Application of Information Theory,3.63,101,No,No,FALL,2015
CS 7880,Special Topics in Theories of Computer Science,3.59,101,No,No,SPRING,2015
CS 6810,Distributed Algorithms,3.38,101,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.77,102,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.41,102,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.12,102,No,No,SPRING,2016
CS 5006,Algorithms,3.72,102,No,No,FALL,2016
CS 5007,Computer Systems,3.66,102,No,No,SPRING,2016
CS 5610,Web Development,3.28,102,No,No,SPRING,2016
CS 5750,Social Computing,3.38,102,No,No,SPRING,2016
CS 6760,"Privacy, Security, and Usability",3.46,102,No,No,SPRING,2016
CS 7770,Seminar in Computer Networks,3.63,102,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.58,103,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.64,103,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.62,103,No,No,FALL,2016
CS 5006,Algorithms,3.48,103,No,No,SPRING,2016
CS 5007,Computer Systems,3.41,103,No,No,FALL,2016
CS 7780,Special Topics in Networks,3.83,103,No,No,SPRING,2016
CS 5010,Programming Design Paradigm,3.46,103,No,No,FALL,2016
CS 6410,Compilers,3.34,103,No,No,SPRING,2016
CS 6750,Cryptography and Communications Security,3.69,103,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.66,104,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.56,104,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.77,104,No,No,SPRING,2014
CS 5006,Algorithms,3.49,104,No,No,FALL,2014
CS 5007,Computer Systems,3.55,104,No,No,FALL,2014
CS 7280,Special Topics in Database Management,3.66,104,No,No,FALL,2014
CS 6410,Compilers,3.51,104,No,No,FALL,2014
CS 5100,Foundations of Artificial Intelligence,3.21,104,No,No,FALL,2014
CS 6800,Application of Information Theory,3.31,104,No,No,FALL,2014
CS 6412,Semantics of Programming Language,3.5,104,No,No,SPRING,2014
CS 7805,Theory of Computation,3.65,104,No,No,SPRING,2014
CS 5610,Web Development,3.53,104,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.37,105,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.29,105,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.69,105,No,No,FALL,2016
CS 5006,Algorithms,3.33,105,No,No,FALL,2016
CS 5007,Computer Systems,3.55,105,No,No,FALL,2016
CS 6120,Natural Language Processing,3.58,105,No,No,FALL,2016
CS 5350,Applied Geometric Representation and Computation,3.6,105,No,No,SPRING,2016
CS 7670,Seminar in Computer Systems,3.74,105,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.35,106,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.89,106,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.5,106,No,No,SPRING,2017
CS 5006,Algorithms,3.75,106,No,No,FALL,2017
CS 5007,Computer Systems,3.26,106,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.83,107,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.52,107,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.36,107,No,No,SPRING,2017
CS 5006,Algorithms,3.29,107,No,No,SPRING,2017
CS 5007,Computer Systems,3.44,107,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.85,108,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.33,108,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.47,108,No,No,SPRING,2016
CS 5006,Algorithms,3.6,108,No,No,SPRING,2016
CS 5007,Computer Systems,3.74,108,No,No,FALL,2016
CS 5010,Programming Design Paradigm,3.39,108,No,No,FALL,2016
CS 7670,Seminar in Computer Systems,3.56,108,No,No,FALL,2016
CS 7270,Seminar in Database Systems,3.41,108,No,No,FALL,2016
CS 6515,Software Development,3.69,108,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.67,109,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.58,109,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.49,109,No,No,FALL,2016
CS 5006,Algorithms,3.58,109,No,No,FALL,2016
CS 5007,Computer Systems,3.64,109,No,No,FALL,2016
CS 5010,Programming Design Paradigm,3.48,109,No,No,SPRING,2016
CS 5310,Computer Graphics,3.65,109,No,No,FALL,2016
CS 7870,Seminar in Theoretical Computer Science,3.37,109,No,No,SPRING,2016
CS 5350,Applied Geometric Representation and Computation,3.33,109,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.2,110,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.76,110,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.8,110,No,No,SPRING,2016
CS 5006,Algorithms,3.65,110,No,No,FALL,2016
CS 5007,Computer Systems,3.89,110,No,No,FALL,2016
CS 5200,Database Management Systems,3.12,110,No,No,SPRING,2016
CS 5770,Software Vulnerabilities and Security,3.48,110,No,No,FALL,2016
CS 5600,Computer Systems,3.64,110,No,No,SPRING,2016
CS 5330,Pattern Recognition and Computer Vision,3.65,110,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.68,111,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.22,111,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.42,111,No,No,FALL,2016
CS 5006,Algorithms,3.39,111,No,No,FALL,2016
CS 5007,Computer Systems,3.56,111,No,No,FALL,2016
CS 7570,Seminar in Software Development,3.25,111,No,No,FALL,2016
CS 5200,Database Management Systems,3.63,111,No,No,FALL,2016
CS 5335,Robotic Science and Systems,3.47,111,No,No,FALL,2016
CS 5610,Web Development,3.62,111,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.55,112,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.55,112,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.49,112,No,No,FALL,2014
CS 5006,Algorithms,3.73,112,No,No,FALL,2014
CS 5007,Computer Systems,3.67,112,No,No,SPRING,2014
CS 6520,Methods of Software Development,3.43,112,No,No,SPRING,2014
CS 6350,Empirical Research Methods,3.53,112,No,No,FALL,2014
CS 6610,Parallel Computing,3.37,112,No,No,FALL,2014
CS 6535,Engineering Reliable Software,3.33,112,No,No,SPRING,2014
CS 5320,Digital Image Processing,3.52,112,No,No,FALL,2014
CS 6540,Foundations of Formal Methods and Software Analysis,3.36,112,No,No,SPRING,2014
CS 5700,Fundamentals of Computer Networking,3.83,112,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.55,113,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.41,113,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.79,113,No,No,SPRING,2014
CS 5006,Algorithms,3.58,113,No,No,FALL,2014
CS 5007,Computer Systems,3.51,113,No,No,FALL,2014
CS 6740,Network Security,3.65,113,No,No,SPRING,2014
CS 6220,Data Mining Techniques,3.52,113,No,No,SPRING,2014
CS 6760,"Privacy, Security, and Usability",3.64,113,No,No,SPRING,2014
CS 7370,Seminar in Graphics/Image Processing,3.62,113,No,No,SPRING,2014
CS 6810,Distributed Algorithms,3.7,113,No,No,FALL,2014
CS 7775,Seminar in Computer Security,3.5,113,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.73,114,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.43,114,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.64,114,No,No,SPRING,2015
CS 5006,Algorithms,3.57,114,No,No,FALL,2015
CS 5007,Computer Systems,3.35,114,No,No,FALL,2015
CS 5200,Database Management Systems,3.62,114,No,No,SPRING,2015
CS 5400,Principles of Programming Language,3.48,114,No,No,SPRING,2015
CS 6110,Knowledge-Based Systems,3.72,114,No,No,SPRING,2015
CS 6810,Distributed Algorithms,3.51,114,No,No,SPRING,2015
CS 6740,Network Security,3.43,114,No,No,SPRING,2015
CS 6515,Software Development,3.38,114,No,No,FALL,2015
CS 5330,Pattern Recognition and Computer Vision,3.65,114,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.51,115,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.26,115,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.57,115,No,No,FALL,2017
CS 5006,Algorithms,3.57,115,No,No,FALL,2017
CS 5007,Computer Systems,3.55,115,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.43,116,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.63,116,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.65,116,No,No,FALL,2017
CS 5006,Algorithms,3.31,116,No,No,FALL,2017
CS 5007,Computer Systems,3.47,116,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.57,117,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.5,117,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.44,117,No,No,SPRING,2015
CS 5006,Algorithms,3.57,117,No,No,SPRING,2015
CS 5007,Computer Systems,3.63,117,No,No,FALL,2015
CS 7575,Seminar in Software Engineering,3.45,117,No,No,SPRING,2015
CS 7280,Special Topics in Database Management,3.36,117,No,No,SPRING,2015
CS 8674,Master’s Project,3.49,117,No,No,SPRING,2015
CS 7380,Special Topics in Graphics/Image Processing,3.38,117,No,No,FALL,2015
CS 6810,Distributed Algorithms,3.4,117,No,No,FALL,2015
CS 6410,Compilers,3.38,117,No,No,SPRING,2015
CS 8982,Readings,3.54,117,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.41,118,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.6,118,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.82,118,No,No,SPRING,2017
CS 5006,Algorithms,3.45,118,No,No,FALL,2017
CS 5007,Computer Systems,3.51,118,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.39,119,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.58,119,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.44,119,No,No,SPRING,2016
CS 5006,Algorithms,3.46,119,No,No,SPRING,2016
CS 5007,Computer Systems,3.53,119,No,No,SPRING,2016
CS 7775,Seminar in Computer Security,3.4,119,No,No,SPRING,2016
CS 6750,Cryptography and Communications Security,3.6,119,No,No,FALL,2016
CS 6220,Data Mining Techniques,3.56,119,No,No,FALL,2016
CS 6350,Empirical Research Methods,3.73,119,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.46,120,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.43,120,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.79,120,No,No,FALL,2014
CS 5006,Algorithms,3.65,120,No,No,FALL,2014
CS 5007,Computer Systems,3.65,120,No,No,SPRING,2014
CS 5335,Robotic Science and Systems,3.43,120,No,No,SPRING,2014
CS 7140,Advanced Machine Learning,3.47,120,No,No,FALL,2014
CS 8982,Readings,3.73,120,No,No,FALL,2014
CS 7480,Special Topics in Programming Language,3.48,120,No,No,FALL,2014
CS 6535,Engineering Reliable Software,3.42,120,No,No,SPRING,2014
CS 5650,High Performance Computing,3.25,120,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.38,121,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.54,121,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.51,121,No,No,SPRING,2017
CS 5006,Algorithms,3.3,121,No,No,SPRING,2017
CS 5007,Computer Systems,3.06,121,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.43,122,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.34,122,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.66,122,No,No,SPRING,2016
CS 5006,Algorithms,3.71,122,No,No,FALL,2016
CS 5007,Computer Systems,3.53,122,No,No,SPRING,2016
CS 5850,Building Game Engines,3.58,122,No,No,FALL,2016
CS 7805,Theory of Computation,3.58,122,No,No,FALL,2016
CS 5310,Computer Graphics,3.35,122,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.44,123,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.51,123,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.41,123,No,No,FALL,2014
CS 5006,Algorithms,3.43,123,No,No,SPRING,2014
CS 5007,Computer Systems,3.55,123,No,No,SPRING,2014
CS 8674,Master’s Project,3.55,123,No,No,SPRING,2014
CS 7680,Special Topics in Computer Systems,3.86,123,No,No,SPRING,2014
CS 5310,Computer Graphics,3.2,123,No,No,SPRING,2014
CS 8982,Readings,3.45,123,No,No,SPRING,2014
CS 7780,Special Topics in Networks,3.56,123,No,No,FALL,2014
CS 6510,Advanced Software Development,3.36,123,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.52,124,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.52,124,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.52,124,No,No,FALL,2016
CS 5006,Algorithms,3.65,124,No,No,SPRING,2016
CS 5007,Computer Systems,3.5,124,No,No,SPRING,2016
CS 6610,Parallel Computing,3.73,124,No,No,FALL,2016
CS 5600,Computer Systems,3.37,124,No,No,FALL,2016
CS 6220,Data Mining Techniques,3.31,124,No,No,SPRING,2016
CS 5620,Computer Architecture,3.38,124,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.64,125,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.49,125,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.71,125,No,No,FALL,2016
CS 5006,Algorithms,3.44,125,No,No,SPRING,2016
CS 5007,Computer Systems,3.56,125,No,No,SPRING,2016
CS 5330,Pattern Recognition and Computer Vision,3.26,125,No,No,SPRING,2016
CS 5100,Foundations of Artificial Intelligence,3.44,125,No,No,FALL,2016
CS 6800,Application of Information Theory,3.55,125,No,No,SPRING,2016
CS 7775,Seminar in Computer Security,3.65,125,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.54,126,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.36,126,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.56,126,No,No,SPRING,2016
CS 5006,Algorithms,3.39,126,No,No,FALL,2016
CS 5007,Computer Systems,3.38,126,No,No,SPRING,2016
CS 6120,Natural Language Processing,3.14,126,No,No,SPRING,2016
CS 5100,Foundations of Artificial Intelligence,3.48,126,No,No,SPRING,2016
CS 6510,Advanced Software Development,3.22,126,No,No,FALL,2016
CS 5520,Mobile Application Development,3.67,126,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.58,127,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.67,127,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.33,127,No,No,FALL,2015
CS 5006,Algorithms,3.59,127,No,No,SPRING,2015
CS 5007,Computer Systems,3.71,127,No,No,SPRING,2015
CS 7780,Special Topics in Networks,3.38,127,No,No,FALL,2015
CS 6515,Software Development,3.68,127,No,No,FALL,2015
CS 5310,Computer Graphics,3.33,127,No,No,FALL,2015
CS 7470,Seminar in Programming Languages,3.57,127,No,No,FALL,2015
CS 5335,Robotic Science and Systems,3.41,127,No,No,FALL,2015
CS 5100,Foundations of Artificial Intelligence,3.68,127,No,No,SPRING,2015
CS 5600,Computer Systems,3.82,127,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.47,128,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.57,128,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.85,128,No,No,SPRING,2017
CS 5006,Algorithms,3.58,128,No,No,SPRING,2017
CS 5007,Computer Systems,3.46,128,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.55,129,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.3,129,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.5,129,No,No,FALL,2017
CS 5006,Algorithms,3.46,129,No,No,SPRING,2017
CS 5007,Computer Systems,3.42,129,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.76,130,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.62,130,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.55,130,No,No,SPRING,2017
CS 5006,Algorithms,3.61,130,No,No,SPRING,2017
CS 5007,Computer Systems,3.69,130,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.57,131,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.46,131,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.53,131,No,No,SPRING,2015
CS 5006,Algorithms,3.48,131,No,No,FALL,2015
CS 5007,Computer Systems,3.33,131,No,No,FALL,2015
CS 6140,Machine Learning,3.55,131,No,No,FALL,2015
CS 6510,Advanced Software Development,3.39,131,No,No,SPRING,2015
CS 5850,Building Game Engines,3.46,131,No,No,SPRING,2015
CS 7480,Special Topics in Programming Language,3.28,131,No,No,SPRING,2015
CS 7805,Theory of Computation,3.41,131,No,No,FALL,2015
CS 6810,Distributed Algorithms,3.35,131,No,No,SPRING,2015
CS 7880,Special Topics in Theories of Computer Science,3.41,131,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.45,132,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.3,132,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.5,132,No,No,SPRING,2015
CS 5006,Algorithms,3.65,132,No,No,FALL,2015
CS 5007,Computer Systems,3.36,132,No,No,FALL,2015
CS 5650,High Performance Computing,3.66,132,No,No,FALL,2015
CS 5700,Fundamentals of Computer Networking,3.39,132,No,No,SPRING,2015
CS 6800,Application of Information Theory,3.39,132,No,No,FALL,2015
CS 6412,Semantics of Programming Language,3.48,132,No,No,FALL,2015
CS 5350,Applied Geometric Representation and Computation,3.58,132,No,No,FALL,2015
CS 6140,Machine Learning,3.45,132,No,No,FALL,2015
CS 7870,Seminar in Theoretical Computer Science,3.58,132,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.35,133,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.74,133,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.81,133,No,No,SPRING,2015
CS 5006,Algorithms,3.2,133,No,No,SPRING,2015
CS 5007,Computer Systems,3.53,133,No,No,SPRING,2015
CS 6200,Information Retrieval,3.23,133,No,No,SPRING,2015
CS 6800,Application of Information Theory,3.79,133,No,No,FALL,2015
CS 5700,Fundamentals of Computer Networking,3.57,133,No,No,FALL,2015
CS 7170,Seminar in Artificial Intelligence,3.36,133,No,No,FALL,2015
CS 7370,Seminar in Graphics/Image Processing,3.53,133,No,No,FALL,2015
CS 5350,Applied Geometric Representation and Computation,3.58,133,No,No,SPRING,2015
CS 6750,Cryptography and Communications Security,3.56,133,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.48,134,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.29,134,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.66,134,No,No,FALL,2016
CS 5006,Algorithms,3.79,134,No,No,SPRING,2016
CS 5007,Computer Systems,3.62,134,No,No,SPRING,2016
CS 5600,Computer Systems,3.54,134,No,No,FALL,2016
CS 5350,Applied Geometric Representation and Computation,3.26,134,No,No,SPRING,2016
CS 5750,Social Computing,3.64,134,No,No,SPRING,2016
CS 5620,Computer Architecture,3.49,134,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.56,135,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.49,135,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.43,135,No,No,FALL,2017
CS 5006,Algorithms,3.48,135,No,No,SPRING,2017
CS 5007,Computer Systems,3.22,135,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.46,136,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.52,136,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.77,136,No,No,SPRING,2015
CS 5006,Algorithms,3.5,136,No,No,SPRING,2015
CS 5007,Computer Systems,3.64,136,No,No,FALL,2015
CS 6110,Knowledge-Based Systems,3.37,136,No,No,FALL,2015
